Country,Date,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration
Argentina,01-01-2000,33.9,20.7,27.5,0,17.9,32.8,49047.75
Argentina,02-01-2000,32.9,22.2,27.3,0.6,23.1,43.6,48969.22
Argentina,03-01-2000,32.1,21,26.9,0,20.6,40.7,48921.57
Argentina,04-01-2000,32.2,20.9,26.7,0,25.1,47.2,48091.2
Argentina,05-01-2000,30.5,21,25.7,0,23.7,45.4,48922.09
Argentina,06-01-2000,30.2,17.5,23,5.4,20,46.4,48768.95
Argentina,07-01-2000,29.9,18.3,23.9,2.3,19.9,32.4,47713.53
Argentina,08-01-2000,30.4,18.9,24.7,0,14.6,33.1,47194.46
Argentina,09-01-2000,31.4,16.9,24.3,1.4,16.8,34.9,48604.4
Argentina,10-01-2000,32.6,18.5,25.9,0,14.7,33.5,48716.59
Argentina,11-01-2000,33,21.1,26.7,0,28.2,52.9,47572.66
Argentina,12-01-2000,32.7,19.2,26,0.1,20.5,40.3,48531.04
Argentina,13-01-2000,30.5,18,24.2,0,20.8,41,48073.24
Argentina,14-01-2000,30.6,17.2,24,0,17.9,37.8,48411.94
Argentina,15-01-2000,29.2,20.5,23.7,4.6,16.6,41.4,44823.06
Argentina,16-01-2000,29,19.1,23.7,0.8,19.7,42.5,48073.08
Argentina,17-01-2000,30.9,14.9,23.6,0,18.1,38.5,48230.21
Argentina,18-01-2000,34.4,20.3,27.5,0,23.7,48.6,48060.03
Argentina,19-01-2000,35.8,22.1,29,0,21.8,40.7,47932.48
Argentina,20-01-2000,33.3,21.6,27.4,0,20.2,41.4,47865.02
Argentina,21-01-2000,25.9,19.4,23.2,0.9,28.1,57.2,47512.22
Argentina,22-01-2000,28.8,13.7,21.7,0,18.8,35.6,47577.78
Argentina,23-01-2000,30.1,18.4,24.4,0,27.2,52.2,46499.8
Argentina,24-01-2000,29.7,17.5,23.3,0,25,51.5,47167.45
Argentina,25-01-2000,31.3,17.3,24.3,0,19.8,39.2,47115.57
Argentina,26-01-2000,33.2,19.5,26.6,0,21,41.8,47104.34
Argentina,27-01-2000,33.3,21.2,27.2,0.2,22.3,48.6,39760.99
Argentina,28-01-2000,34,21,27.2,7.4,20.9,51.8,46114.57
Argentina,29-01-2000,30.4,20.9,25.5,0,21.3,45.4,46893.06
Argentina,30-01-2000,31.6,20.7,26.6,0,19.8,35.3,46800
Argentina,31-01-2000,33,19.8,26,1.8,17.1,36,46800
Argentina,01-02-2000,31.9,20.3,24.8,13.3,20.1,52.2,38067.3
Argentina,02-02-2000,26.8,18.6,22.4,1.8,22.2,44.3,46804.73
Argentina,03-02-2000,30.1,16,23.1,0,23.2,46.1,46800
Argentina,04-02-2000,32.9,19,26,0,16.3,35.3,46755.95
Argentina,05-02-2000,25.4,20.2,22.7,2.5,15.5,23.8,12755.91
Argentina,06-02-2000,29.4,16.3,23,0,13,25.9,46645.84
Argentina,07-02-2000,26.6,20.3,22.6,8.9,19.7,42.5,7468.31
Argentina,08-02-2000,26.3,18.1,22.2,9.8,12.1,22.7,21099.86
Argentina,09-02-2000,28.2,18.2,23.1,8.1,20.2,45.7,42870.09
Argentina,10-02-2000,28.9,17.7,22,15.9,18.6,44.3,37426.33
Argentina,11-02-2000,22,16.5,18.8,13.1,16.5,43.6,15773.32
Argentina,12-02-2000,22.9,15.6,19,0,21.9,44.3,42677.45
Argentina,13-02-2000,22.6,10.7,17.2,0,14.7,28.4,45791.65
Argentina,14-02-2000,23.6,11.3,17.8,0,16.6,34.6,45657.92
Argentina,15-02-2000,25,14.2,19.5,0,20.4,40.3,45522.86
Argentina,16-02-2000,26.9,16.3,21.5,0,27.6,54.4,45386.61
Argentina,17-02-2000,27.8,18.3,22.8,0,31.3,59.4,45249.28
Argentina,18-02-2000,24.6,18.2,21.9,0.8,25.3,46.4,45111.01
Argentina,19-02-2000,23.6,11.8,18.2,0,12.9,27,44971.92
Argentina,20-02-2000,28.6,12.6,20.6,0,12.2,24.5,44832.13
Argentina,21-02-2000,30.9,15.8,23.2,0,15.3,30.6,44691.77
Argentina,22-02-2000,31.1,17.6,24.3,0,20.9,42.5,44550.95
Argentina,23-02-2000,32.5,20.8,25.6,5.7,18.4,34.6,43089.25
Argentina,24-02-2000,32,19.1,24.6,4.6,12.2,27.4,43025.88
Argentina,25-02-2000,29.6,20.4,24,7.8,12.7,32.8,44027.23
Argentina,26-02-2000,24,19.5,21.2,22.1,15.5,32,17001.18
Argentina,27-02-2000,21.8,16.2,18.7,5,31.5,58.7,32443.4
Argentina,28-02-2000,21.6,11.2,16.6,0,21.2,42.1,43702.3
Argentina,29-02-2000,26.8,12.8,19.8,0,20.5,34.9,42452.32
Argentina,01-03-2000,24,18,20.6,0,22.8,44.6,25970.96
Argentina,02-03-2000,24.5,16.7,19.4,6.1,18.2,41.4,17119.27
Argentina,03-03-2000,27.3,17.3,20.6,1.8,16,34.2,37893.76
Argentina,04-03-2000,25.8,15.5,20.3,0.3,17.7,32.4,41051.43
Argentina,05-03-2000,27.7,15.9,21.5,0,8.9,19.8,41611.74
Argentina,06-03-2000,28.7,17.1,22.8,0,13.2,27.4,41908.33
Argentina,07-03-2000,28,17.6,22.6,0,15.2,31.7,41352.02
Argentina,08-03-2000,25.1,17.6,21,0.1,16.5,33.8,26635.61
Argentina,09-03-2000,26.8,17.4,21.8,0,23.9,45.4,41200.37
Argentina,10-03-2000,28,18.5,22.8,0,21.5,41.8,40714.9
Argentina,11-03-2000,29.9,19.1,24.2,0.3,17,34.9,40590.25
Argentina,12-03-2000,26.9,18.2,21.3,19.8,22.2,55.1,25575.75
Argentina,13-03-2000,24.5,18.2,20.2,18.4,15.6,40,24833.6
Argentina,14-03-2000,24.2,13.2,18.4,0,18.3,36,40443.95
Argentina,15-03-2000,21.6,16.9,19.2,5,20.7,38.2,32671.61
Argentina,16-03-2000,20.3,12.9,17,0,19.2,35.3,39938.32
Argentina,17-03-2000,22.9,9.1,15.8,0,15.4,32,40211.99
Argentina,18-03-2000,25.2,9.4,17.2,0,11.1,25.9,40110.86
Argentina,19-03-2000,24.7,15.5,19.6,3,23.4,63.7,36009.86
Argentina,20-03-2000,19.9,12.5,16.6,0.6,13.8,33.1,32051.27
Argentina,21-03-2000,19.6,9.2,14.3,0,12.9,27,39742.09
Argentina,22-03-2000,21.8,10.1,16,0.3,30.6,58,38136.07
Argentina,23-03-2000,22.5,15.4,18.5,11.6,23.8,42.8,30817.67
Argentina,24-03-2000,20.7,12.5,16.5,0,25.8,47.2,39379.39
Argentina,25-03-2000,27.5,13.1,19.3,0,28.4,52.9,39126.44
Argentina,26-03-2000,20,13.8,17,0,16.2,33.5,38827.25
Argentina,27-03-2000,15.1,9,12.2,0,23.6,47.5,38972.25
Argentina,28-03-2000,19.5,5.9,12.1,0,16.2,41.4,38879.29
Argentina,29-03-2000,22.2,7.4,14.4,0,23.6,45,38746.66
Argentina,30-03-2000,20.8,11.4,16.1,0,23.9,41.8,38651.84
Argentina,31-03-2000,19.7,9.7,14.2,0,10.5,25.6,34957.29
Argentina,01-04-2000,21.8,7.1,14.3,0,10.9,22.3,38463.11
Argentina,02-04-2000,23.9,10.9,16.8,0,23.1,44.3,38369.41
Argentina,03-04-2000,24.6,15,19.1,0,24.2,46.4,38276.3
Argentina,04-04-2000,21.4,12.4,17,0,18.9,34.6,28800
Argentina,05-04-2000,19.7,12.6,16.3,3.4,18.1,40.7,35532.6
Argentina,06-04-2000,21.1,8.1,14.5,0,8,21.6,38001.57
Argentina,07-04-2000,24.2,9.1,16.5,0,12.2,25.9,37795.65
Argentina,08-04-2000,24.4,13.5,18.6,0,16.5,33.8,37706.55
Argentina,09-04-2000,23.2,14.9,17.7,1.2,21.1,39.2,21991.75
Argentina,10-04-2000,18.2,12.5,15,0,13.3,28.1,37284.5
Argentina,11-04-2000,20.1,7.1,13.9,0,9.4,17.6,37079.48
Argentina,12-04-2000,22,10.1,15.5,0,23.2,44.3,36770.41
Argentina,13-04-2000,23,12.5,17.5,0,22,38.5,35745.03
Argentina,14-04-2000,21,13.9,17.1,0.4,14.8,25.6,2065.95
Argentina,15-04-2000,19.5,13.4,15.8,4.9,17.2,28.1,13644.21
Argentina,16-04-2000,16.9,12.5,14.1,1.5,20.8,39.6,10972.33
Argentina,17-04-2000,17.1,8,12.6,0,11.6,22.7,35702.25
Argentina,18-04-2000,19.4,8.3,13.7,0,9.1,23.4,35303.72
Argentina,19-04-2000,21,10.3,15.2,0,15.4,30.6,35413.02
Argentina,20-04-2000,22.5,10.4,15.8,0,18,34.9,35213.12
Argentina,21-04-2000,20.1,10.6,15,0,15.3,28.1,33157.44
Argentina,22-04-2000,23.6,9.9,16.1,0,25.2,46.4,35104.63
Argentina,23-04-2000,27.6,11.4,18.4,0,18.2,36,35006.74
Argentina,24-04-2000,27.5,9.7,18.3,0,19.1,35.3,34947.37
Argentina,25-04-2000,21.2,12.4,17.6,0,18.8,33.8,16252.36
Argentina,26-04-2000,17.9,6.5,12.3,0.4,9.5,19.1,28806.36
Argentina,27-04-2000,19,9.4,13.4,0,8.7,19.8,34769.72
Argentina,28-04-2000,21.1,7.5,13.8,0,13.1,28.1,34710.7
Argentina,29-04-2000,20,11.7,15.2,0.5,14.1,34.9,15430.65
Argentina,30-04-2000,18.9,7.4,13.1,0.5,13.4,28.4,34572.8
Argentina,01-05-2000,16.9,11.7,13.6,4,18.4,43.6,16536.97
Argentina,02-05-2000,14.8,6.6,10.8,0,18,35.6,34308.18
Argentina,03-05-2000,13.1,6.3,9.3,0,18.4,37.8,26089.49
Argentina,04-05-2000,12.2,2.2,7.3,0,8.9,17.3,34046.97
Argentina,05-05-2000,14.7,1.4,7.8,0,13.8,29.2,33917.94
Argentina,06-05-2000,18.4,4.5,10.9,0.9,14,25.2,33790.13
Argentina,07-05-2000,13.4,7.7,10.6,0,14.3,26.3,24507.38
Argentina,08-05-2000,18.6,6.9,11.8,0,25,47.9,33538.65
Argentina,09-05-2000,16.1,7.7,11.5,0,23.4,49,33107.54
Argentina,10-05-2000,17.3,5.6,11,0,20.9,40,33293.58
Argentina,11-05-2000,19.9,11.6,14.8,0.7,24.5,50,32152.37
Argentina,12-05-2000,20.2,8.4,13.4,0,13.8,25.6,33056.02
Argentina,13-05-2000,17.5,8.8,12.4,5.2,13.8,29.2,9904.72
Argentina,14-05-2000,13.1,10.9,12.1,11.1,23.1,43.2,735.64
Argentina,15-05-2000,13,10.8,11.9,48.6,20.7,40.3,0
Argentina,16-05-2000,14.8,11.5,12.9,7.8,24.5,45.4,1673.55
Argentina,17-05-2000,13.8,8.4,11.1,0,16.5,31,16718.23
Argentina,18-05-2000,13.3,6.9,10.3,0,11,23.4,21785.49
Argentina,19-05-2000,15.1,10.2,12.1,0,23.1,43.2,16416.43
Argentina,20-05-2000,16.3,10.9,13.1,0,19.9,37.1,20573.76
Argentina,21-05-2000,16.2,9.1,12.1,0,18.9,33.5,31115.74
Argentina,22-05-2000,14.2,6.4,11.2,1.2,13,30.2,31073.21
Argentina,23-05-2000,17.1,5.4,11,0,13.4,32.8,31208.74
Argentina,24-05-2000,17.3,13.5,14.9,6.3,22,43.2,12663.18
Argentina,25-05-2000,17.5,8.2,12.7,0,18,36,31346.98
Argentina,26-05-2000,14.8,7,10.8,0,19.2,34.2,31228.76
Argentina,27-05-2000,16.8,4.3,9.9,0,12.2,21.2,31055.27
Argentina,28-05-2000,17.4,7.4,11.5,0,12.8,21.6,28800
Argentina,29-05-2000,16.7,7.8,11.7,0,16.8,31.7,30359.42
Argentina,30-05-2000,11.5,7.9,9.4,1,20.6,42.1,17354.74
Argentina,31-05-2000,9.5,6,7.3,0.8,12.3,23,16739.98
Argentina,01-06-2000,9.7,2.8,6.7,0,24.9,47.2,19142.62
Argentina,02-06-2000,14.9,8.1,11.1,0,27.3,49,11077.84
Argentina,03-06-2000,17.2,9.7,13.1,0,25.2,43.2,30698.18
Argentina,04-06-2000,17.5,11.9,14.4,0,26.3,48.6,22374.38
Argentina,05-06-2000,14.8,6.9,11.5,0,14.1,28.1,30661.17
Argentina,06-06-2000,12.5,2,7.2,0,9.4,17.6,29351.34
Argentina,07-06-2000,14.9,4.6,8.8,0,20.2,36.7,30639.71
Argentina,08-06-2000,16.2,6.2,10.4,0,16.6,29.2,30620.64
Argentina,09-06-2000,15.4,6.4,10.7,0,14.4,30.6,28642.61
Argentina,10-06-2000,14.3,6.1,11,0,13.1,29.9,30604.6
Argentina,11-06-2000,14.8,5.1,9.6,0,25.2,47.2,29677.02
Argentina,12-06-2000,14.3,9.4,11.5,0,28.8,55.4,10222.07
Argentina,13-06-2000,15.6,8.3,11.9,1.4,16.8,34.9,5759.69
Argentina,14-06-2000,15.2,9.7,12.4,0.3,15.1,30.2,5391.84
Argentina,15-06-2000,9.6,5,8.1,0.3,25.9,45.4,6079.44
Argentina,16-06-2000,6.9,0.6,3.6,0,15.5,30.6,30099.4
Argentina,17-06-2000,8.1,0.2,4,0,8.9,20.9,28119.02
Argentina,18-06-2000,8.8,1.9,4.7,0,9.4,22,29666.16
Argentina,19-06-2000,7.6,-0.3,3.4,0,7.9,16.6,19285.31
Argentina,20-06-2000,9.4,-2.1,3.8,0,14,23,27361.54
Argentina,21-06-2000,11.1,3.8,6.3,0,25.5,43.9,16160.43
Argentina,22-06-2000,13.2,5.3,8.3,0.1,16.5,32.4,30531.66
Argentina,23-06-2000,12.3,3.4,7.3,0,13.1,22.7,29064.91
Argentina,24-06-2000,9.8,7.8,9,6.7,18.5,33.1,0
Argentina,25-06-2000,14.5,3.3,8.1,0,16.6,30.2,30563.45
Argentina,26-06-2000,13.3,5.5,9,0.3,20.3,34.9,24706.71
Argentina,27-06-2000,12.5,8.2,9.6,1.1,23.3,43.6,1853
Argentina,28-06-2000,14.6,5.4,9,0,16.2,33.8,30628.39
Argentina,29-06-2000,13.3,3.6,8,0,16.8,32,28902.89
Argentina,30-06-2000,12.3,8.6,9.9,4.1,27.7,50,2263.37
Argentina,01-07-2000,13.9,5,8.7,0,25.2,49,30727.58
Argentina,02-07-2000,11.8,3.5,7.2,0.4,29.4,58.7,21857.38
Argentina,03-07-2000,14.1,3.5,8.4,0,26,46.8,14290.73
Argentina,04-07-2000,15.1,5.7,10.7,0,14.5,28.8,28424.07
Argentina,05-07-2000,15.5,6.5,10.1,0,16.7,29.9,30870.71
Argentina,06-07-2000,14.4,6.1,9.9,0,15,26.3,14799.7
Argentina,07-07-2000,9.2,5.6,7.4,7.3,19.3,35.6,0
Argentina,08-07-2000,7.5,3.3,4.9,0.1,16.5,32,16998.12
Argentina,09-07-2000,7.9,-0.9,3.3,0.1,21.7,37.1,23520.41
Argentina,10-07-2000,6.8,0.9,3.2,0.4,21.2,37.8,24726.27
Argentina,11-07-2000,6.9,-0.5,2.7,0,28.1,51.5,31255.06
Argentina,12-07-2000,4,-0.8,1.2,2.6,21.8,35.6,13660.01
Argentina,13-07-2000,6.1,-3.7,0.7,0,20.1,36.7,29294.23
Argentina,14-07-2000,7.2,0,3.4,2.9,23.9,44.6,28800
Argentina,15-07-2000,6.8,0.6,3.4,0,24.6,46.4,30912.86
Argentina,16-07-2000,8.5,-4,1.9,0,19.4,32.8,31485.94
Argentina,17-07-2000,11.3,1.8,5.3,0,19.5,36.4,29233.41
Argentina,18-07-2000,8.3,1.4,4.5,0,33.7,61.9,29574.65
Argentina,19-07-2000,8.5,0.2,4.7,0,25.3,47.2,31627.41
Argentina,20-07-2000,14.2,5.6,8.9,0.3,20.1,39.6,26428.59
Argentina,21-07-2000,7.8,2,5.3,0,25.4,47.5,26190.04
Argentina,22-07-2000,8.3,-1.1,3.1,0,17.7,34.6,31858.83
Argentina,23-07-2000,15.3,1.2,7.1,0,23.1,45.4,31824.52
Argentina,24-07-2000,15,5.4,9.4,0,32.2,60.1,31428.47
Argentina,25-07-2000,12.5,0.9,6.6,0,11.2,22,32085.38
Argentina,26-07-2000,15,4.6,8.7,0,28.1,53.6,32026.44
Argentina,27-07-2000,13.9,2.7,7.7,0,14.7,27.7,32142.35
Argentina,28-07-2000,14,-1.2,5.6,0,10.6,23.4,32470.61
Argentina,29-07-2000,14.3,2.9,7.7,0,19.9,36.4,28880.86
Argentina,30-07-2000,15.6,5.1,9.6,0,25.7,45.7,29755.59
Argentina,31-07-2000,16.7,7.7,11.7,0,26.2,45.7,30546.57
Argentina,01-08-2000,16.7,8.5,11.9,0,23.8,41.8,32496.68
Argentina,02-08-2000,11.9,2.5,6.9,0,16.6,33.1,33170.01
Argentina,03-08-2000,12.7,-0.9,5.3,0,13.2,22,33317.07
Argentina,04-08-2000,13.8,5,8.6,0,28.5,54,33152.8
Argentina,05-08-2000,17.8,3.3,9.8,0,22.4,42.1,30092.66
Argentina,06-08-2000,11.6,6.9,9.7,3.5,14.1,26.3,463.67
Argentina,07-08-2000,16,6.6,10.2,0,21.2,42.8,33631.3
Argentina,08-08-2000,12.5,4.5,8.5,0,20.9,38.9,11856.47
Argentina,09-08-2000,12.9,-0.3,6.3,0,13.7,28.1,33932.5
Argentina,10-08-2000,11.8,-0.5,5.5,0,12.6,27.4,34004.15
Argentina,11-08-2000,12,-1.9,5,0,11.9,20.2,34121.88
Argentina,12-08-2000,12,1.4,6.2,0,22,44.3,34198.73
Argentina,13-08-2000,14.4,3.5,8.3,0,22.1,43.6,34235.96
Argentina,14-08-2000,18.2,3.7,10.3,0,15.1,28.4,34353.18
Argentina,15-08-2000,16.7,5.3,10.4,0,13,25.6,34396.38
Argentina,16-08-2000,14.2,8.9,10.9,0.5,19.5,33.5,563.54
Argentina,17-08-2000,17.4,5.5,10.9,0,18.7,37.8,34585.96
Argentina,18-08-2000,20.9,6.5,13.4,0,21.3,43.6,33402.68
Argentina,19-08-2000,13.5,6.2,9.8,0,29.7,54.7,26378.44
Argentina,20-08-2000,13.3,4,8.1,0,16.3,35.6,34984.12
Argentina,21-08-2000,9.1,7.3,8.1,6.1,20,36.4,0
Argentina,22-08-2000,8.2,6.2,7.1,8.3,24.7,41,0
Argentina,23-08-2000,8.1,6,6.8,15.9,19.4,34.9,0
Argentina,24-08-2000,9.9,6,7.5,5.2,13,24.5,13.57
Argentina,25-08-2000,14.4,4.4,8.8,0,18.3,35.3,35793.64
Argentina,26-08-2000,13.5,1.2,7.3,0,22.3,42.5,36291.04
Argentina,27-08-2000,8.8,3.2,6.7,0.1,26.6,59.4,36782.99
Argentina,28-08-2000,14.3,2.9,8,1.2,32.8,63,35648.21
Argentina,29-08-2000,12.8,4.3,8.2,0,20.9,40.3,36930.26
Argentina,30-08-2000,11.4,5.7,8.5,1.2,25,47.9,1562.44
Argentina,31-08-2000,14.7,-0.3,6.9,0,18,35.6,37363.93
Argentina,01-09-2000,15.9,1.1,8,0,10.7,20.9,37146.11
Argentina,02-09-2000,14.2,3,8,0,11.2,25.9,37658.94
Argentina,03-09-2000,17.6,3.2,9.8,0,22.3,43.2,37745.45
Argentina,04-09-2000,19.8,6.7,12.4,0,20.6,37.4,37799.38
Argentina,05-09-2000,19.2,5,11.3,0,19.4,39.6,37853.23
Argentina,06-09-2000,20.9,11.6,15.3,0,27.7,50.4,35200.17
Argentina,07-09-2000,18.7,10.4,14.4,0.2,21.9,42.5,37960.68
Argentina,08-09-2000,12.3,5.2,8.5,0.8,22.4,36.4,5420.16
Argentina,09-09-2000,8.4,4.4,6.6,7.9,20.8,44.6,0
Argentina,10-09-2000,9.1,7.7,8.2,7.6,21.2,40,0
Argentina,11-09-2000,12.5,4.2,8,0,45.6,85.3,38551.17
Argentina,12-09-2000,11.3,-0.4,5.4,0,13.2,27.4,30554.5
Argentina,13-09-2000,8.8,0.3,4.7,0,19.4,41.8,25261.19
Argentina,14-09-2000,8.3,2.5,5.1,0,15.6,31,22486.29
Argentina,15-09-2000,10.6,4.2,7,1.1,14.1,33.1,31224.4
Argentina,16-09-2000,13.7,5.1,9.4,0,20.1,37.1,19834.96
Argentina,17-09-2000,17.9,7.8,12.4,0,27,52.9,37320.19
Argentina,18-09-2000,21,9.7,14.4,0.1,16.7,27.7,36935.96
Argentina,19-09-2000,21.8,5.5,14.3,0,30.8,56.5,40179.21
Argentina,20-09-2000,16.5,9.3,13.1,13.3,28.2,54.7,23361.38
Argentina,21-09-2000,13.7,6.7,9.7,0,24.8,46.4,22030.91
Argentina,22-09-2000,19.5,7.3,12.9,0.1,26.3,50.8,27155.23
Argentina,23-09-2000,14.7,6.7,11.3,0.2,27.6,55.1,40778.23
Argentina,24-09-2000,12.2,2.4,7.5,0,14.2,29.2,40871.42
Argentina,25-09-2000,20,4.9,11.8,0,23.7,45.7,41077.99
Argentina,26-09-2000,24.2,9.7,16.2,0,24.1,42.1,41227.61
Argentina,27-09-2000,25.4,11.8,17.9,0,24.2,42.8,41376.94
Argentina,28-09-2000,23.9,10,16.6,0,15.9,30.6,41525.88
Argentina,29-09-2000,22.3,10.8,15.6,0,19.7,37.1,35279.97
Argentina,30-09-2000,18.5,9.7,12.9,0,18.5,35.3,31991.5
Argentina,01-10-2000,15.2,8.1,10.9,0,19.7,37.4,25313.93
Argentina,02-10-2000,13.5,8.4,10.2,34.8,24.5,60.5,7645.62
Argentina,03-10-2000,11.5,7.4,9,1.4,18.3,36,0
Argentina,04-10-2000,13.5,5.1,9.7,0,17.1,32.8,40413.41
Argentina,05-10-2000,14.9,3.3,9.7,0,10.2,23.4,36105.67
Argentina,06-10-2000,18.5,8.4,12.8,3.7,20.9,43.6,42134.91
Argentina,07-10-2000,18.3,7.3,12.1,0,12.2,27.4,30002.99
Argentina,08-10-2000,20.9,11.6,15.4,25.1,27.6,61.2,30798.88
Argentina,09-10-2000,18,8.6,13.3,0.5,23.4,46.4,43039.46
Argentina,10-10-2000,22.5,8.5,15.1,0,28.8,53.6,43127.68
Argentina,11-10-2000,23.2,9.2,16.2,0,22.9,43.2,42337.94
Argentina,12-10-2000,16.7,9.7,13.6,0,42.7,78.5,43200
Argentina,13-10-2000,17.2,6,11.6,0,19.8,40,43200
Argentina,14-10-2000,19.1,4.9,12.2,2,17.4,36.4,34715.41
Argentina,15-10-2000,14.4,8.7,10.8,2.2,13.3,26.3,19664.22
Argentina,16-10-2000,18.5,8.4,12.7,1.5,14,25.6,41164.46
Argentina,17-10-2000,23.5,9.4,16.1,0,15,29.2,43377.02
Argentina,18-10-2000,26.7,11.1,18.8,0,22.7,40.7,43347.84
Argentina,19-10-2000,26.7,15.8,20.5,11.6,24.9,44.6,38931.22
Argentina,20-10-2000,26.8,10.5,17.7,2.9,18.7,35.3,41549.58
Argentina,21-10-2000,26,17.8,20.6,10.6,24.1,43.6,39304.15
Argentina,22-10-2000,19.7,10.7,15.9,0.1,24.1,46.4,43755.16
Argentina,23-10-2000,16.7,6.7,11.8,0,18.7,36.7,43871.07
Argentina,24-10-2000,18.5,6.8,13.1,0,11.9,27.7,43972.23
Argentina,25-10-2000,18,10.6,14.2,0.8,12.9,31.7,27884.36
Argentina,26-10-2000,24.7,12,17.7,0.5,20.6,33.8,44057.02
Argentina,27-10-2000,22.5,7.9,14.8,0,26.9,48.6,41636.18
Argentina,28-10-2000,15.7,7.9,11.4,0,17.4,39.2,40512.87
Argentina,29-10-2000,21.8,9.4,15.3,0,22.3,44.3,29353.27
Argentina,30-10-2000,22.9,11.3,17,0,26.4,50.4,45043.05
Argentina,31-10-2000,20.5,13.8,16.5,5.5,21.5,41,4958.93
Argentina,01-11-2000,23.4,13.4,18.3,0,18.9,37.8,45800.98
Argentina,02-11-2000,24.5,9.2,17.5,0,14.1,25.6,44094.44
Argentina,03-11-2000,21.9,14.5,17.9,0.8,20.2,42.1,24064.53
Argentina,04-11-2000,26,12.6,19.2,0,16.5,30.6,46173.56
Argentina,05-11-2000,22.1,13.4,16.7,5.1,20,37.4,32210.88
Argentina,06-11-2000,22.6,7.7,15.6,0.3,15.8,34.2,30910.85
Argentina,07-11-2000,21.6,12.8,16.8,1.8,10.3,33.8,32066.43
Argentina,08-11-2000,23.1,11.5,17.1,0.3,12,26.3,41208.88
Argentina,09-11-2000,23.8,9.7,17.3,0,11.4,25.2,47254.87
Argentina,10-11-2000,22.6,13.3,16.8,15.1,16.6,40.3,29171.09
Argentina,11-11-2000,21.9,14.3,17.4,4.8,26.4,43.9,33114.68
Argentina,12-11-2000,17.8,12,15.1,0.3,26.2,54.7,45340.84
Argentina,13-11-2000,15,7.8,11.6,0.2,29.4,59,47697.53
Argentina,14-11-2000,18.7,5.2,12.1,0,26.6,52.2,47802.29
Argentina,15-11-2000,23.6,5.6,15.3,0,21.5,37.1,47905.71
Argentina,16-11-2000,29.5,13.1,20.7,0,23.6,44.6,48007.79
Argentina,17-11-2000,32,16.5,24,0,24.9,44.3,48108.37
Argentina,18-11-2000,28.7,19.7,24.4,0,26,50,48207.39
Argentina,19-11-2000,22,12.5,17.2,0,25.6,47.2,48304.68
Argentina,20-11-2000,26.8,12.1,19.3,0,27.2,51.5,47439.47
Argentina,21-11-2000,26.1,14.9,20.6,0,26.1,49.3,48493.61
Argentina,22-11-2000,25,10.3,18.3,0,22.3,43.6,48584.99
Argentina,23-11-2000,23.7,12.7,19.2,0.1,32.2,58,43575.01
Argentina,24-11-2000,28.6,9.6,18.9,0,25.1,47.5,48760.94
Argentina,25-11-2000,28.6,15.2,21.7,0,26.6,51.8,46768.9
Argentina,26-11-2000,28.8,17.4,23,0,26,52.2,48926.93
Argentina,27-11-2000,27.1,16.3,21.5,0,20.9,37.4,49005.85
Argentina,28-11-2000,26.3,11.9,19.6,0,18.5,36.7,49081.89
Argentina,29-11-2000,26.4,14.6,20.6,0,23.8,45.4,49154.88
Argentina,30-11-2000,29.2,15.9,22.8,0,28.9,53.3,49224.71
Argentina,01-12-2000,30.7,16.4,23.3,0,31.1,59,49291.21
Argentina,02-12-2000,27.5,13.7,19.7,0,26.8,52.2,49354.28
Argentina,03-12-2000,25.4,11.2,18.8,0,20,36.7,49413.76
Argentina,04-12-2000,29.2,14.7,22,0,28.5,54.4,48370.49
Argentina,05-12-2000,30.4,18.7,24.8,0,26.9,50,49523.74
Argentina,06-12-2000,37.8,19.6,28.3,0.8,28.6,56.2,49574.53
Argentina,07-12-2000,27.4,18.2,23,0,28.8,51.8,49622.42
Argentina,08-12-2000,30.4,16.3,23.4,0,20.3,41,49623.98
Argentina,09-12-2000,26,17.5,22,0,24.3,48.6,49618.05
Argentina,10-12-2000,32.6,16.5,24.5,0,26.3,50,49609.96
Argentina,11-12-2000,28.4,18.1,23.6,0,23,43.6,49599.78
Argentina,12-12-2000,31.7,16.5,24.4,0,21.1,43.2,49587.57
Argentina,13-12-2000,31.4,18.8,25.3,0,19.8,41.4,49573.39
Argentina,14-12-2000,27.9,16.4,22.4,1.6,28.8,51.1,44324.48
Argentina,15-12-2000,21.9,14.3,17.9,4.2,27.4,53.3,49539.37
Argentina,16-12-2000,29.3,12.7,21.2,0,28.1,54.4,45229.45
Argentina,17-12-2000,34.4,20.6,27.3,0,21.9,40,49498.21
Argentina,18-12-2000,28.2,17.7,23.5,0,32.8,59.8,49475.12
Argentina,19-12-2000,28.5,16.2,22.2,0,25,49.3,49450.43
Argentina,20-12-2000,30.7,12.3,21.9,0,24.1,48.2,49424.21
Argentina,21-12-2000,31.6,19.8,25.4,1.3,24.7,48.6,47520.5
Argentina,22-12-2000,25.2,15,20,0,23.1,42.1,49408.94
Argentina,23-12-2000,29.2,11.1,20.5,0,35.9,65.5,49377.78
Argentina,24-12-2000,33.4,18.7,25.7,0,35.9,67,49345.13
Argentina,25-12-2000,34.6,21.6,27.9,0,28.6,52.9,49271.39
Argentina,26-12-2000,28.9,18.4,24.5,0,17,34.2,49235.22
